name;description;tel;email;url;address;city;zipcode;country_code;country;lattitude;longitude;opening_hours;foursquare_vid;last_updated;;;;;;;;;
Dek 22;"Dek22 is een projectruimte die groepstentoonstellingen organiseert. 

Daarnaast zijn er per maand meerdere filmavonden, netwerkbijeenkomsten en mode-exposities voor jonge ontwerpers.";;;http://www.dek-22.com/;Willem Buytewechstraat 22;Rotterdam;3024 BN;NL;Netherlands;51.907.775;4.462.116;;4aa0f727-bb48-47f0-880d-78c95e4cdde3;6 mrt 2010 16:35;;;;;;;;;
t Gemaal;;;;;Pretorialaan  141;Rotterdam;3072 EL;NL;Netherlands;51.898.798;4.500.778;;4abd923b-3d48-4832-824c-2bc1c3165e35;6 mrt 2010 16:30;;;;;;;;;
LP II in Las Palmas;LP II is een grote cultuurhal waar wisselend exposities, theatervoorstellingen, lezingen, manifestaties en festivals plaatsvinden. LP II is samen met het Nederlands Fotomuseum en de SKVR Beeldfabriek gevestigd in cultuurpakhuis Las Palmas op de Wilhelminapier op de Kop van Zuid.;;;http://www.lp2.nl;Wilhelminakade 326;Rotterdam;3072 AR;NL;Netherlands;51.906.837;4.489.202;;4aceb5bf-9a9c-40ec-9b95-102cc3165e35;6 mrt 2010 16:40;;;;;;;;;
De Zwarte Ruyter;;;;;Van der Takstraat 107;Rotterdam;3071 LK;NL;Netherlands;51.913.708;4.496.575;;4b0ab776-d0a4-4fba-bb6a-730b5e4cdde3;6 mrt 2010 16:35;;;;;;;;;
Museum Oud-Overschie;Museum 'De Hoop doet Leven' te Overschie. Het museum heeft een grote verzameling historische objecten, foto's en schilderijen met betrekking tot Overschie. Het Buitenmuseum omvat diverse historische gebouwtjes, twee weilanden en verschillende tuinen. De Expositieruimte 'De Melkfabriek' ligt tegen het museum aan en huisvest ook een authentiek tabakswinkeltje. Daar vinden ook evenementen plaats.;010-4158864;info@museumoudoverschie.nl;http://www.museumoudoverschie.nl;Overschiese Dorpsstraat 138;Rotterdam;3043 CV;NL;Netherlands;4.418.915;51.938.671;Het museum is elke zondag geopend van 14.00 tot 17.00 uur. Verder iedere eerste zaterdag van de maand van 14.00 tot 17.00 uur.;4b0ab778-e64c-4d3e-885d-730b5e4cdde3;23 nov 2009 16:25;;;;;;;;;
Schouwburgplein;;;;;Schouwburgplein ;Rotterdam;3012 CL;NL;Netherlands;51.920.886;4.473.161;;4b1f213f-4d40-4fb4-9b8c-18fec3165e35;9 dec 2009 04:02;;;;;;;;;
Wereldmuseum Rotterdam;Het Wereldmuseum opent medio december zijn deuren voor het publiek. Het museum presenteert een vaste opstelling met ruim 1.800 topstukken uit de eigen collectie. In deze tentoonstelling, met onder andere objecten uit Oceani;010 - 270 71 72;info@wereldmuseum.nl;http://www.wereldmuseum.nl;Willemskade 25;Rotterdam;3016 DM;NL;Netherlands;4.480.519;51.907.730;;4b31963d-5440-4c7f-9236-4165c3165e35;23 dec 2009 04:02;;;;;;;;;
Natuurhistorisch Museum Rotterdam;Natuurhistorisch Museum Rotterdam is het enige museum in zijn soort in de regio Rijnmond en omstreken. Inhoudelijk richt het museum zich met nadruk op de natuur 'in de meest brede zin van het woord' in deze sterk verstedelijkte regio, zonder daarbij de rest van de wereld en het geologische verleden uit het oog te verliezen.;010 - 436 42 22;natuurmuseum@nmr.nl;http://www.nmr.nl;Westzeedijk 345;Rotterdam;3015 AA;NL;Netherlands;4.473.053;51.910.339;"di. t/m za. 10.00 - 17.00 uur
zo. 11.00 - 17.00 uur
";4b8ddf41-12a8-4dd8-8dac-0b4bc3165e35;3 mrt 2010 04:02;;;;;;;;;
Boompjeskade;;;;;Boompjeskade ;Rotterdam;3011;NL;Netherlands;51.915.072;4.488.671;;4bc3ecc2-494c-4739-aeda-50bac3165e35;13 apr 2010 04:02;;;;;;;;;
Rondom het NAi;;;;;Museumpark  25;Rotterdam;3015 CB;NL;Netherlands;51.914.297;4.471.565;;4bc7e14d-31b8-43bd-b0bb-4e42c3165e35;16 apr 2010 04:02;;;;;;;;;
Expositieruimte Delftseplein;;;;;Delftseplein 36;Rotterdam;3013 AA;NL;Netherlands;51.925.198;4.474.136;;4bd11bc2-09bc-4f08-9b52-5f31c3165e35;23 apr 2010 04:02;;;;;;;;;
Mwah;;;;;Nieuwe Binnenweg 444;Rotterdam;3023 EX;NL;Netherlands;51.910.497;4.451.171;;4bd11bc3-5ad4-49b2-a01a-5f31c3165e35;23 apr 2010 04:02;;;;;;;;;
Stedelijk Museum de Lakenhal;"The Lakenhal is a museum of typical Dutch urban culture from the 16th century to the present. Visitors can admire the fine collections of (Leiden) silver, engraved glass, pewter and tiles; and paintings by famous Leiden artists of the16th century such as Cornelis Engebrechtsz. The museum regularly organizes exhibitions of classical and modern art and on historical themes of topical interest.";+31 (0)71 5165360;postbus@lakenhal.nl;http://www.lakenhal.nl/;Oude Singel 28-32;Leiden;2312 RA;NL;Netherlands;52.162.757;4.487.551;;49a52d68-a238-4a72-8f84-0f7e5e4cc744;27 jul 2009 18:19;;;;;;;;;
SieboldHuis;To further express the long and special ties between the Netherlands and Japan, a number of parties established the SieboldHuis Foundation with the goal to reopen the SieboldHuis. This house was the location where Siebold showed his collections of Japanese objects and artefacts as early as 1837 to an interested public.;+31 (0)71 5125539;info@sieboldhuis.org;http://www.sieboldhuis.org/;Rapenburg 19;Leiden;2311 GE;NL;Netherlands;52.159.553;4.484.692;;49a6953e-4948-4c7d-86d3-22f15e4cc744;27 jul 2009 15:41;;;;;;;;;
Ars Aemula Naturae;"In 1799 werd Ars Aemula Naturae (de kunst wedijvert met de natuur) opgericht.
In deze nieuwe vereniging konden kunstlievenden uit de betere standen samen met beroepskunstenaars zich theoretisch en praktisch aan de kunst wijden.";071-5140784;info@arsaemula.nl;http://www.arsaemula.nl/;Pieterskerkgracht 9a;Leiden;2311 SZ;NL;Netherlands;52.159.032;4.487.509;fri, sat & sun 13.00 - 17.00;4a2bae1b-daa0-41dc-aa97-1e2d5e4cdde3;24 sep 2009 04:02;;;;;;;;;
Olof Art Gallery;;071 5234800;info@olof-art.nl;http://www.olof-art.nl;Volmolengracht 29;Leiden;2312 PG;NL;Netherlands;52.163.080;4.493.468;Dinsdag t/m zaterdag: 12:30 - 17:30 uur Donderdagavond: 18:30 - 21:00 uur  Zondag: 14:00 - 16:00 uur;4a6d8e28-9200-4935-b0f7-70145e4cdde3;27 apr 2010 04:02;;;;;;;;;
Stadhuis;De gevel van het Leidse stadhuis aan de Breestraat symboliseert de 'dageraad' der Leidse Gouden Eeuw. Na het beleg en ontzet van de stad in 1574 brak er een nieuwe bloeiperiode aan. Het stadsbestuur wilde graag een meer representatieve toegang en een monumentale gevel. De stadssteenhouwer Claes Cornelisz.;;;;Breestraat 92-104;Leiden;2311 CV;NL;Netherlands;52.158.269;4.490.199;;4a6dbb9c-6ab0-4396-b4e3-59045e4cdde3;27 jul 2009 14:37;;;;;;;;;
Naturalis;Naturalis is het nationale natuurhistorische museum. De vaste presentatie bevat ruim 10.000 collectiestukken, bijvoorbeeld duizenden opgezette dieren, van dinosauriër tot garnaal, en van kolibri tot olifant. Maar er zijn ook ontelbare aantallen planten, mineralen, gesteenten en fossielen.  De totale collectie van Naturalis omvat 10 miljoen objecten.;;naturalis@naturalis.nl;http://www.naturalis.nl;Darwinweg 2;Leiden;2333 CR;NL;Netherlands;52.164.195;4.473.802;Di t/m vr: 10.00 - 17.00 uur Za-zo, feestdagen en schoolvakanties: 10.00 - 18.00 uurMa: gesloten (behalve schoolvakanties)24 en 31 december: 10.00 - 17.00 uur30 april, 25 december en 1 januari gesloten;4a6e00f2-2b18-4906-89b2-72635e4cdde3;23 jan 2010 16:44;;;;;;;;;
Sidac Studio;;;sidacstudio@hccnet.nl;http://www.sidacstudio.nl;Hogewoerd 77;Leiden;2311 HG;NL;Netherlands;52.155.800;4.496.358;(alleen tijdens exposities) Vrijdag, zaterdag, zondag: 13.00 - 17.00 uur;4a6dc16a-f02c-4198-a3b0-70145e4cdde3;27 jul 2009 15:02;;;;;;;;;
Kunstcentrum Haagweg 4;Kunstcentrum Haagweg biedt ruimte aan rond de honderd kunstenaars in een zestigtal ateliers en is gevestigd aan de Haagweg 4 in Leiden.   In het pand bevinden zich twee professionele grafische ateliers, een houtwerkplaats, een theater en de 'gymzaal', deze laatste ruimte is multifunctioneel. Kunstcentrum Haagweg organiseert regelmatig exposities in de galerie.;071 - 514 88 00;kantoor@4rt.nl;http://www.kunstcentrumhaagweg4.nl;Haagweg 4;Leiden;2311 AA;NL;Netherlands;52.159.685;4.478.722;Galerie open: Vr: 13.00 - 17.00 uur Za: 13.00 - 17.00 uur Zo: 13.00 - 17.00 uur;4a6dc16b-f320-4186-b2b6-70145e4cdde3;27 jul 2009 15:02;;;;;;;;;
Museum Boerhaave;Museum Boerhaave is de nationale schatkamer van natuurwetenschap en geneeskunde. Het is gevestigd in het oude Caecilliagasthuis, waar professor Herman Boerhaave zijn befaamde onderwijs aan het ziekbed gaf. U ontdekt in dit fascinerende museum vijf eeuwen technisch en wetenschappelijk vernuft, zoals de microscopen van Antoni van Leeuwenhoek en de slingeruurwerken van Christiaan Huygens.;;informatie@museumboerhaave.nl;http://www.museumboerhaave.nl;Lange Sint Agnietenstraat 10;Leiden;2312 WC;NL;Netherlands;52.161.355;4.488.902;Tue - sat 10.00-17.00, sundays and holidays 12.00-17.00;4a6dc627-da2c-4ed0-91d5-725a5e4cdde3;16 feb 2010 10:40;;;;;;;;;
RAP Architectuurcentrum;RAP Architectuurcentrum is een onafhankelijke non-profit organisatie die zich inzet om een breed publiek te informeren, enthousiast te maken en te betrekken bij de ontwikkelingen op het gebied van architectuur in de regio Rijnland. Hiertoe wordt een gevarieerd programma aangeboden waaronder tentoonstellingen, discussieavonden, Dag van de Architectuur, (kinder)workshops, prijsvragen en excursies.;;info@rapsite.nl;http://www.rapsite.nl;Nieuwstraat 33;Leiden;2312 KA;NL;Netherlands;52.157.474;4.494.025;Openingstijden tentoonstellingsruimte: Vrijdag t/m zondag: 12.00-17.00 uur Daarnaast is het mogelijk om op afspraak buiten de vaste openingstijden de tentoonstelling te bezoeken.;4a6dc738-a690-4557-99f7-63da5e4cdde3;27 jul 2009 15:26;;;;;;;;;
Hortus botanicus Leiden;Het groene plantenparadijs van de Universiteit Leiden. De Hortus verzamelt en kweekt al vier eeuwen bijzondere planten uit de hele wereld, zoals de (reuzen)aronskelken uit Sumatra en orchideeën uit Borneo. In de tuin komt u imposante boomreuzen tegen als de Ginkgo biloba uit 1785. Vergeet niet de Clusiustuin in te lopen, een reconstructie van de eerste tuin uit 1594.;;hortus@hortus.leidenuniv.nl;http://www.hortus.leidenuniv.nl;Rapenburg 73;Leiden;2311 GJ;NL;Netherlands;52.157.024;4.485.639;Wintertijd (1 nov. - 31 mrt.): di t/m zo: 10.00 - 16.00 uur Zomertijd (1 april - 31 okt.): dagelijks: 10.00 - 18.00 uur Gesloten: 3 oktober en 22 december t/m 1 januari, Clusiustuin (5e Binnenvestgracht 7) zaterdag Ã©n zondag gesloten.;4a6dcac4-1b1c-47c4-a4b3-70155e4cdde3;27 jul 2009 15:41;;;;;;;;;
Galerie-kapsalon Aderna;;;;;Morsstraat 33;Leiden;2312 BK;NL;Netherlands;52.161.939;4.483.248;;4a6dd32b-20e8-43d7-83dc-63d35e4cdde3;27 jul 2009 16:17;;;;;;;;;
Museum het Leids Wevershuis;;;;http://www.wevershuis.nl;Middelstegracht  143;Leiden;2312 TV;NL;Netherlands;52.159.940;4.498.196;Dinsdag t/m zondag: 13.00 - 16.00 uur;4a6dd395-6830-4248-8868-70145e4cdde3;27 jul 2009 16:19;;;;;;;;;
Galerie Zône;Zône is een initiatief van kunstenaars en vormgevers. In 1990 richtten zij een vereniging voor toegepaste kunst op en openden zij als collectief een galerie. Het werk van de leden vormt de basiscollectie van galerie Zône. Elke maand is er een expositie aan de wand, verzorgd door een gastkunstenaar.;;info@galariezone.nl;http://www.galeriezone.nl;Nieuwstraat 17;Leiden;2312 KA;NL;Netherlands;52.157.913;4.493.533;wo: 12.00 - 18.00 uur do: 12.00 - 18.00 uur  vr: 12.00 - 18.00 uur za: 10.00 - 17.00 uur zo: 13.00 - 17.00 uur;4a6dd3ce-6334-41e9-ab3f-59055e4cdde3;27 jul 2009 16:20;;;;;;;;;
Museum Volkenkunde;In Museum Volkenkunde kan jong en oud een wereldreis maken langs de duizenden jaren oude kunstschatten van alle continenten. Ook alledaagse gebruiksvoorwerpen als kleren, eetgerei en speelgoed maken de collectie bijzonder. De collectie werd voor een groot deel bijeengebracht in de negentiende eeuw.;;;http://www.volkenkunde.nl;Steenstraat 1;Leiden;2312 BS;NL;Netherlands;52.163.433;4.484.458;Di t/m zo en feestdagen: 10.00 - 17.00 uur Gesloten: maandagen, 1 januari, 3 oktober en 25 december Bibliotheek: di t/m vr: 10.00 - 12.30 en 13.30 - 16.30 uur;4a6df2f9-7f1c-441e-80f9-742f5e4cdde3;27 jul 2009 18:33;;;;;;;;;
Galerie LUMC;Op de begane grond in het hoofdgebouw van het LUMC (Leids Universitair Medisch Centrum) is sinds 1986 Galerie LUMC gevestigd. Vijf keer per jaar worden er groeps- en solotentoonstellingen georganiseerd. Ze richten zich op hedendaagse kunst, vaak gerelateerd aan een bepaald thema of geïnspireerd door de medische wetenschap.;071 526 31 78;;http://www.galeries.nl/lumc;Albinusdreef 2;Leiden;2300 RC;NL;Netherlands;52.167.826;4.477.636;Dagelijks van 8.00 - 20.00 uur.;4a6df2f9-92d8-401b-97e4-742f5e4cdde3;27 jul 2009 18:33;;;;;;;;;
Pilgrim Archives;Op Thanksgiving 2001 zijn de Leiden Pilgrim Archives geopend. Uitgangspunt bij het opzetten van de Pilgrim Archives was dat in het gemeentearchief de documenten over de Pilgrims bewaard worden en kennis aanwezig is om vragen te beantwoorden. Ook is de Vliet zelf een historische plek: van hier immers vertrokken de Pilgrims uit Leiden om zich uiteindelijk in Amerika te vestigen.;;;http://www.pilgrimarchives.nl;Vliet 43;Leiden;2311 RD;NL;Netherlands;52.154.492;4.487.696;Dinsdag t/m zaterdag: 12.00 - 16.00 uur;4a6df552-6a5c-4318-8f7d-63d35e4cdde3;27 jul 2009 18:43;;;;;;;;;
Scheltema Complex;Het Scheltema is het gebouw van de voormalige Leidse dekenfabriek aan de Oude Singel/hoek Marktsteeg, vlak naast Stedelijk Museum De Lakenhal. Het is een nieuw podium voor actuele kunst en muziektheater, met o.a. workshops, performances, lezingen en concerten. De programmering is in handen van muziektheatergezelschap 'De VeenFabriek', de Universiteit Leiden en De Lakenhal.;;info@scheltemacomplex.nl;http://www.scheltemacomplex.nl;Marktsteeg 1;Leiden;2312 CS;NL;Netherlands;52.163.160;4.488.627;;4a6df6c9-78c8-43de-bad6-72635e4cdde3;23 jan 2010 10:38;;;;;;;;;
Rijksmuseum van Oudheden;Een spannend museum voor jong en oud, met duizenden voorwerpen uit de tijd van het oude Egypte, de oude Grieken en Etrusken, de Romeinen, het oude Nabije Oosten en het vroege Nederland. U staat er oog in oog met Egyptische mummies en Romeinse keizerstandbeelden. In de entreehal treft u een authentieke, tweeduizend jaar oude tempel uit Egypte. Het archeologische museum werd opgericht in 1818.;;info@rmo.nl;http://www.rmo.nl;Rapenburg 28;Leiden;2311 EW;NL;Netherlands;52.158.168;4.485.540;"ma: gesloten; di t/m zo: 10.00 - 17.00 uur; feestdagen: 12.00 - 17.00 uur; gesloten op: 1 januari, 3 oktober, 25 december; gesloten op: 30 april 2007";4a6df737-36cc-49b9-ae0a-742f5e4cdde3;27 jul 2009 18:51;;;;;;;;;
Expansionist Art Empire Gallery;De Expansionist Art Empire is een galerie met een zeer eigen benadering van het exposeren van kunst. Galeriehouders Molly Ackerman en Fred Rohde zijn zelf kunstenaars.;;;http://www.expansionistartempire.com;Nieuwe Rijn 94;Leiden;2312 JM;NL;Netherlands;52.156.174;4.498.236;do t/m za: 14.00 - 17.00 uur en op afspraak.;4a6e082d-0d40-4788-bd22-70155e4cdde3;27 jul 2009 20:03;;;;;;;;;
Hotei Japanese Prints;;;;;Rapenburg 19;Leiden;2311 GE;NL;Netherlands;52.159.553;4.484.692;;4a6e082e-eae0-4ac9-bfde-70155e4cdde3;27 jul 2009 20:03;;;;;;;;;
Regionaal Archief Leiden;Het Regionaal Archief Leiden is een centrum voor historisch onderzoek, educatie en informatie. Iedereen die iets wil weten over de stad Leiden, de buurgemeenten Zoeterwoude, Warmond, Rijnsburg en Leiderdorp is welkom op de gratis toegankelijke studiezaal.;;info@leidenarchief.nl;http://www.leidenarchief.nl;Boisotkade 2;Leiden;2311 PZ;NL;Netherlands;52.154.174;4.487.504;"Ma: 13.00 - 17.00 uur 
Di - vr: 9.30 - 17.00 uur 
Za: 9.00 - 13.00 uur 
Gesloten op alle erkende feestdagen, goede vrijdag, de zaterdag vóór pasen, 30 april, 5 mei, 21 t/m 23 mei, 27 mei, 1 juni en 3 oktober. ";4a850c72-507c-458f-b614-6b955e4cdde3;14 aug 2009 07:04;;;;;;;;;
Galerie Patries van Dorst;;06-50292150;;http://www.patriesvandorst.nl;Herengracht 40;Leiden;2312 LD;NL;Netherlands;52.157.738;4.499.317;;4b0ab76c-2a0c-4e3d-b567-730b5e4cdde3;23 nov 2009 16:25;;;;;;;;;
Galerie De Pieter;"In deze galerie hebben tien Leidse kunstenaars zich als collectief verenigd. De galerie is gevestigd in een fraai 19de eeuws pand in de Lokhorstraat met een mooi authentiek interieur. Op deze sfeervolle locatie in de schaduw van de Pieterskerk hebben de kunstenaars hun uiteenlopende werk bijeengebracht.

De Pieter wil een zeer toegankelijke en laagdrempelige galerie zijn.";;;;Lokhorstraat 21;Leiden;2311 TA;NL;Netherlands;52.161.087;4.490.153;"Zaterdag: 12.00 - 17.00 uur
Zondag: 13.00 - 17.00 uur";4b0ab77a-b570-4c7f-9a5d-730b5e4cdde3;23 nov 2009 16:25;;;;;;;;;
Galerie Frederiek van der Vlist;;071 - 513 86 22;info@galeriefrederiekvdvlist.nl;http://www.galeriefrederiekvdvlist.nl;Nieuwe Rijn 26;Leiden;2312 JD;NL;Netherlands;52.158.190;4.492.023;wo t/m vr: 10.00 - 17.30 uur za: 10.00 - 17.00 uur zo: 13.00 - 17.00 uur en op afspraak;4b4bf43d-bc60-4876-a916-616ec3165e35;12 jan 2010 04:02;;;;;;;;;
Kunsthuis De Mare;;071-5284480;info@kunsthuisleiden.nl;http://www.kunsthuisleiden.nl;Hartesteeg 2b;Leiden;2312 JX;NL;Netherlands;52.157.267;4.494.166;;4b8ddf3e-4bdc-4e2a-a1ea-0b4bc3165e35;3 mrt 2010 04:02;;;;;;;;;
BplusC, locatie Nieuwstraat (Centrale Bibliotheek);"De Centrale Bibliotheek staat midden in de historische binnenstad, tussen de Burcht en de Hooglandse kerk. In 1976 besloot de gemeente het geheel vervallen Heerenlogement, het Koetshuis
en het Burchtzalencomplex als monument te restaureren. Het Heerenlogement zou als huisvesting van de bibliotheek gaan dienen.";;info@bplusc.nl;http://www.bplusc.nl;Nieuwstraat 4;Leiden;2312 KB;NL;Netherlands;52.158.272;4.493.165;"Ma, di, wo en vr: 10.00 - 18.00 uur
Do: 10.00 - 21.00 uur
Za: 10.00 - 17.00 uur
Zo: 12.00 - 16.00 uur";4bc68fc4-ce24-4a52-a7d0-3b8dc3165e35;15 apr 2010 04:02;;;;;;;;;
Hooglandse Kerk;Vanaf de muren van de Burcht heeft men een zeer mooi vogelvluchtgezicht op de Hooglandse Kerk, die haar opmerkelijke bouwgeschiedenis goed illustreert. Haar hoog verrijzende dwarsschip en koor en het lage schip zijn een momentopname van een gotische kathedraal in opbouw.;;info@hooglandsekerk.com;http://www.hooglandsekerk.com;Middelweg 2;Leiden;2312 KH;NL;Netherlands;52.157.773;4.494.598;di t/m za: 11.00 - 16.00 uur (mei t/m sep);4bda5642-5d58-466a-b4f2-44f6c3165e35;30 apr 2010 04:02;;;;;;;;;
Gemeentemuseum Den Haag;;+31 (0)70 3381111;info@gemeentemuseum.nl;http://www.gemeentemuseum.nl/;Stadhouderslaan 41;Den Haag;2517 HV;NL;Netherlands;52.089.283;4.279.600;;48cfc3e4-efa8-4aa1-b913-a5a3c3165e35;24 feb 2010 09:50;;;;;;;;;
GEM;GEM displays every kind of art being produced at international, national and local level. Its groundbreaking solo and group exhibitons throw light on new trends in contemporary art.; +31 (0)70 3381133;info@gem-online.nl;;Stadhouderslaan 43;Den Haag;2517 HV;NL;Netherlands;52.089.575;4.279.465;12.00 - 18.00 hrs;48cfcac1-febc-4d62-961f-aa7bc3165e35;27 jan 2010 10:30;;;;;;;;;
Fotomuseum Den Haag;Fotografie;;;http://fotomuseumdenhaag.nl;Stadhouderslaan 41;Den Haag;;NL;Netherlands;52.089.283;4.279.600;;49667821-5760-4168-9f4d-32725e4cc744;27 jul 2009 13:53;;;;;;;;;
ARTANA latin american art;;+31 070 4274441;;;Noordeinde 160;Den Haag;2514 GR;NL;Netherlands;52.082.851;4.305.201;;498f49e0-15d4-4b43-afbe-36235e4cc744;8 feb 2009 21:08;;;;;;;;;
Galerie Maurits van de Laar;;+31 070 3640151;;;Herderstraat 6;Den Haag;2512 CV;NL;Netherlands;52.074.510;4.310.624;;498f4a5b-b208-4209-a514-36265e4cc744;23 nov 2009 16:25;;;;;;;;;
Galerie Noordeinde;;+31 070 3606868;;;Noordeinde 117;Den Haag;2514 GE;NL;Netherlands;52.082.906;4.305.144;;498f4ab4-2a00-41fe-9536-36235e4cc744;27 jul 2009 13:13;;;;;;;;;
Galerie Ramakers;;+31 070 3634308;;;Toussaintkade 51;Den Haag;2513 CL;NL;Netherlands;52.081.739;4.301.786;;498f4ae6-3c24-4e3b-9c69-36235e4cc744;27 jul 2009 13:44;;;;;;;;;
Het Cleyne Huys;;+31 070 3643556;;;Noordeinde 154;Den Haag;2514;NL;Netherlands;52.082.745;4.305.311;;498f4b21-a590-404f-b033-36265e4cc744;8 feb 2009 21:14;;;;;;;;;
Livingstone Gallery;;+31 070 3609428;;;Anna Paulownastraat 70b;Den Haag;2518 BH;NL;Netherlands;52.085.982;4.298.580;;498f4b7d-e704-4eab-b5dd-36265e4cc744;27 jul 2009 19:17;;;;;;;;;
